Invoice_ID,Client_ID,Invoice_Date,Filing_Date,Amount,VAT_Rate,VAT_Amount,Category,Region,Filing_Status,Compliance_Flag,Risk_Score,Annual_Turnover,Amount_to_Turnover_Ratio,VAT_to_Amount_Ratio,Refund_Eligible,Refund_Amount,Is_Anomaly,Data_Source
INV-2025-15906,CLI-9327,2025-07-27,2025-08-09,71955.54,5%,3597.78,Others,North,On Time,Compliant,23,35905520.78,0.002004,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03801,CLI-3505,2025-07-27,2025-09-07,236788.78,18%,42621.98,IT Services,South,Very Late,Non-Compliant,95,82057119.55,0.002886,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05219,CLI-2001,2025-07-27,2025-07-29,71705.97,18%,12907.07,IT Services,West,On Time,Non-Compliant,58,23709206.4,0.003024,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06371,CLI-3878,2025-07-27,2025-09-10,138358.58,5%,6917.93,IT Services,East,On Time,Under Review,32,131771885.29,0.00105,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20408,CLI-2682,2025-07-27,2025-08-15,93967.42,5%,4698.37,Manufacturing,South,On Time,Compliant,30,1989840.93,0.047224,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20038,CLI-3398,2025-07-27,2025-08-29,77375.86,18%,13927.65,Manufacturing,West,On Time,Compliant,23,68672367.84,0.001127,0.18,Yes,10323.99,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00249,CLI-9239,2025-07-27,2025-08-30,260293.95,18%,46852.91,Real Estate,East,On Time,Compliant,29,256324726.95,0.001015,0.18,Yes,39048.96,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11683,CLI-8339,2025-07-27,2025-09-10,55246.92,18%,9944.45,Hospitality,South,On Time,Compliant,44,2210593.06,0.024992,0.18,Yes,7604.44,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02226,CLI-4356,2025-07-27,2025-09-07,211388.17,5%,10569.41,IT Services,North,On Time,Compliant,43,151347372.48,0.001397,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24148,CLI-2034,2025-07-27,2025-08-17,102927.78,18%,18527.0,Hospitality,North,On Time,Compliant,34,89186361.23,0.001154,0.18,Yes,15040.23,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09186,CLI-2278,2025-07-27,2025-09-03,158235.87,12%,18988.3,Manufacturing,South,On Time,Compliant,26,28234286.17,0.005604,0.12,Yes,14574.88,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10851,CLI-4694,2025-07-27,2025-09-05,109278.55,5%,5463.93,Manufacturing,North,On Time,Compliant,29,90387714.45,0.001209,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20093,CLI-9825,2025-07-27,2025-09-05,86734.71,5%,4336.74,Education,East,On Time,Compliant,42,67977302.73,0.001276,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04367,CLI-4940,2025-07-27,2025-07-29,203464.32,5%,10173.22,Pharmaceuticals,East,On Time,Compliant,34,50735974.94,0.00401,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21727,CLI-7954,2025-07-27,2025-08-06,335076.81,12%,40209.22,IT Services,West,On Time,Compliant,43,97436477.44,0.003439,0.12,Yes,34958.53,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15827,CLI-1204,2025-07-27,2025-08-26,166156.55,5%,8307.83,Real Estate,East,Very Late,Compliant,76,102187734.25,0.001626,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09287,CLI-5106,2025-07-27,2025-08-10,51906.55,18%,9343.18,FMCG,South,On Time,Compliant,43,43169831.69,0.001202,0.18,Yes,6539.17,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02751,CLI-1646,2025-07-27,2025-09-01,99732.09,12%,11967.85,Retail,South,On Time,Compliant,33,15555134.96,0.006412,0.12,Yes,8820.52,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06266,CLI-1834,2025-07-27,2025-08-13,202533.96,12%,24304.08,Healthcare,North,On Time,Compliant,22,88377778.66,0.002292,0.12,Yes,15763.89,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22214,CLI-8026,2025-07-27,2025-08-27,375486.31,5%,18774.32,IT Services,West,Very Late,Non-Compliant,93,156591680.2,0.002398,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05346,CLI-8679,2025-07-27,2025-09-09,204911.66,12%,24589.4,Pharmaceuticals,South,On Time,Compliant,34,11732384.97,0.017465,0.12,Yes,21467.86,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24215,CLI-7232,2025-07-27,2025-09-05,82755.16,18%,14895.93,FMCG,North,On Time,Compliant,20,25372343.79,0.003262,0.18,Yes,11811.67,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00578,CLI-4688,2025-07-27,2025-09-09,136348.57,12%,16361.83,Pharmaceuticals,South,On Time,Compliant,21,106929120.69,0.001275,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13300,CLI-9289,2025-07-27,2025-07-28,43924.34,5%,2196.22,FMCG,South,On Time,Compliant,43,39625090.6,0.001108,0.05,Yes,1743.73,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08670,CLI-8266,2025-07-27,2025-08-11,78205.16,12%,9384.62,IT Services,South,On Time,Compliant,43,23119052.58,0.003383,0.12,Yes,8355.22,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18051,CLI-9585,2025-07-27,2025-08-23,88641.92,5%,4432.1,IT Services,East,On Time,Under Review,51,70951073.43,0.001249,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22784,CLI-3211,2025-07-27,2025-08-15,123134.59,12%,14776.15,Pharmaceuticals,North,Late,Compliant,35,76783260.51,0.001604,0.12,Yes,10919.44,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18657,CLI-9867,2025-07-27,2025-08-24,116022.39,5%,5801.12,Education,East,On Time,Compliant,21,81991414.9,0.001415,0.05,Yes,4375.3,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07676,CLI-8657,2025-07-27,2025-08-21,36725.88,18%,6610.66,Retail,North,On Time,Compliant,45,27293977.66,0.001346,0.18,Yes,5697.92,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07476,CLI-7218,2025-07-27,2025-08-04,111218.86,5%,5560.94,Education,North,On Time,Compliant,39,46337348.75,0.0024,0.05,Yes,4056.58,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11869,CLI-6640,2025-07-27,2025-08-09,68025.73,12%,8163.09,FMCG,East,On Time,Compliant,28,22864513.44,0.002975,0.12,Yes,7073.1,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10334,CLI-8420,2025-07-27,2025-07-28,93678.72,5%,4683.94,Manufacturing,East,On Time,Non-Compliant,57,65339586.5,0.001434,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18157,CLI-4465,2025-07-27,2025-08-14,174383.12,5%,8719.16,Pharmaceuticals,East,On Time,Compliant,31,144657833.31,0.001205,0.05,Yes,6064.63,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07502,CLI-4859,2025-07-27,2025-09-09,146826.68,18%,26428.8,FMCG,North,On Time,Non-Compliant,43,43057457.27,0.00341,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15265,CLI-3908,2025-07-27,2025-09-04,92737.47,18%,16692.74,Manufacturing,North,On Time,Compliant,27,31246370.37,0.002968,0.18,Yes,14136.09,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19433,CLI-4270,2025-07-27,2025-08-22,86398.49,5%,4319.92,Pharmaceuticals,East,On Time,Compliant,31,46526640.88,0.001857,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14646,CLI-2663,2025-07-27,2025-08-31,96390.13,12%,11566.82,IT Services,West,On Time,Compliant,26,95575626.6,0.001009,0.12,Yes,9231.24,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18262,CLI-3902,2025-07-27,2025-08-16,106353.54,12%,12762.42,Pharmaceuticals,South,On Time,Compliant,38,55813138.85,0.001906,0.12,Yes,11294.98,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00895,CLI-5705,2025-07-27,2025-08-24,117960.48,12%,14155.26,Retail,North,On Time,Compliant,35,86716753.53,0.00136,0.12,Yes,8865.45,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-16815,CLI-3183,2025-07-27,2025-08-17,136209.56,5%,6810.48,FMCG,South,Late,Non-Compliant,85,15352425.46,0.008872,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20627,CLI-2821,2025-07-27,2025-08-30,188834.09,5%,9441.7,Pharmaceuticals,West,On Time,Compliant,37,32462028.34,0.005817,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04826,CLI-7557,2025-07-27,2025-09-03,94319.08,5%,4715.95,Pharmaceuticals,South,On Time,Compliant,21,22649894.26,0.004164,0.05,Yes,3156.66,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09914,CLI-7820,2025-07-27,2025-08-10,232426.43,18%,41836.76,IT Services,West,On Time,Compliant,40,111292606.67,0.002088,0.18,Yes,26003.91,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18898,CLI-8198,2025-07-27,2025-08-22,142217.9,12%,17066.15,Pharmaceuticals,South,Very Late,Compliant,80,17637881.6,0.008063,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23364,CLI-3704,2025-07-27,2025-07-28,221108.29,12%,26532.99,IT Services,South,On Time,Compliant,29,53316639.28,0.004147,0.12,Yes,21377.93,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13428,CLI-8066,2025-07-27,2025-08-07,71898.69,18%,12941.76,Hospitality,South,On Time,Compliant,31,20099823.56,0.003577,0.18,Yes,8837.2,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03197,CLI-7326,2025-07-27,2025-08-01,72263.12,5%,3613.16,Manufacturing,South,On Time,Compliant,30,60094624.67,0.001202,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20559,CLI-2353,2025-07-27,2025-08-09,161419.06,18%,29055.43,IT Services,North,On Time,Compliant,17,137222557.72,0.001176,0.18,Yes,19610.37,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09409,CLI-4407,2025-07-27,2025-08-25,268147.83,12%,32177.74,Healthcare,East,On Time,Non-Compliant,66,209882877.64,0.001278,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14474,CLI-7826,2025-07-27,2025-07-28,183946.22,12%,22073.55,Pharmaceuticals,West,On Time,Compliant,20,145812820.28,0.001262,0.12,Yes,18127.62,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05619,CLI-1697,2025-07-27,2025-08-08,264816.34,5%,13240.82,Education,West,On Time,Non-Compliant,55,117779849.06,0.002248,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21460,CLI-5700,2025-07-27,2025-08-15,98965.71,18%,17813.83,IT Services,West,On Time,Compliant,31,52102821.08,0.001899,0.18,Yes,13014.99,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14487,CLI-6001,2025-07-27,2025-08-11,112818.28,12%,13538.19,IT Services,North,On Time,Compliant,29,103473020.57,0.00109,0.12,Yes,11873.2,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24220,CLI-6671,2025-07-27,2025-08-16,104049.55,5%,5202.48,Retail,East,Late,Compliant,40,46243962.08,0.00225,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24339,CLI-1159,2025-07-27,2025-08-09,86687.57,12%,10402.51,IT Services,North,On Time,Compliant,27,25626887.54,0.003383,0.12,Yes,8524.26,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00234,CLI-2013,2025-07-27,2025-08-25,155148.79,18%,27926.78,Manufacturing,North,On Time,Compliant,25,102212132.32,0.001518,0.18,Yes,20956.54,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15501,CLI-5290,2025-07-27,2025-09-02,138039.25,18%,24847.06,Retail,East,On Time,Compliant,18,42373418.37,0.003258,0.18,Yes,17871.67,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07180,CLI-5276,2025-07-28,2025-08-12,94509.48,18%,17011.71,FMCG,North,On Time,Compliant,26,54486450.43,0.001735,0.18,Yes,14438.07,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11934,CLI-6461,2025-07-28,2025-08-14,74045.89,18%,13328.26,Hospitality,South,On Time,Compliant,39,19232577.84,0.00385,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06820,CLI-6262,2025-07-28,2025-08-17,72234.46,12%,8668.14,IT Services,West,On Time,Compliant,15,64543521.69,0.001119,0.12,Yes,6247.01,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17939,CLI-8965,2025-07-28,2025-08-20,103287.93,5%,5164.4,Pharmaceuticals,North,On Time,Compliant,30,18985340.48,0.00544,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09224,CLI-1738,2025-07-28,2025-08-28,328016.56,5%,16400.83,Pharmaceuticals,South,Late,Compliant,40,264402084.7,0.001241,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15164,CLI-4469,2025-07-28,2025-08-02,52866.49,28%,14802.62,IT Services,East,On Time,Compliant,22,26055659.91,0.002029,0.28,Yes,12798.77,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15380,CLI-3667,2025-07-28,2025-08-22,203904.45,5%,10195.22,Pharmaceuticals,West,On Time,Compliant,16,23887798.61,0.008536,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02836,CLI-3670,2025-07-28,2025-08-11,135437.55,5%,6771.88,IT Services,West,On Time,Compliant,29,45279407.75,0.002991,0.05,Yes,5759.86,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-01460,CLI-1027,2025-07-28,2025-08-17,46457.55,12%,5574.91,FMCG,South,On Time,Compliant,42,17671629.05,0.002629,0.12,Yes,3980.81,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-20208,CLI-1913,2025-07-28,2025-08-05,34735.5,12%,4168.26,FMCG,West,On Time,Compliant,41,22744095.21,0.001527,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08644,CLI-3661,2025-07-28,2025-08-02,131676.85,5%,6583.84,Healthcare,North,On Time,Compliant,42,118592435.03,0.00111,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04714,CLI-9926,2025-07-28,2025-08-07,198682.23,5%,9934.11,Pharmaceuticals,South,Late,Non-Compliant,72,23413553.19,0.008486,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04927,CLI-1598,2025-07-28,2025-08-15,96670.13,5%,4833.51,Healthcare,North,On Time,Compliant,28,68579201.78,0.00141,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21804,CLI-5603,2025-07-28,2025-08-04,177771.39,18%,31998.85,IT Services,East,Late,Non-Compliant,67,109334745.14,0.001626,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04898,CLI-2515,2025-07-28,2025-08-30,102733.9,18%,18492.1,IT Services,North,On Time,Compliant,27,43208740.23,0.002378,0.18,Yes,12558.14,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03087,CLI-6423,2025-07-28,2025-08-04,294523.45,12%,35342.81,Pharmaceuticals,East,On Time,Compliant,19,208642568.27,0.001412,0.12,Yes,23552.33,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-17789,CLI-7764,2025-07-28,2025-08-09,133583.88,5%,6679.19,IT Services,North,On Time,Compliant,37,66860996.56,0.001998,0.05,Yes,5754.97,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22310,CLI-3457,2025-07-28,2025-09-06,53668.08,12%,6440.17,FMCG,West,On Time,Compliant,39,21341247.9,0.002515,0.12,Yes,5244.14,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13873,CLI-9219,2025-07-28,2025-08-24,142458.72,5%,7122.94,Pharmaceuticals,South,On Time,Compliant,38,102582533.4,0.001389,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09196,CLI-3585,2025-07-28,2025-08-27,363259.44,18%,65386.7,FMCG,West,Late,Non-Compliant,87,307693792.55,0.001181,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07740,CLI-2541,2025-07-28,2025-09-07,31243.63,5%,1562.18,Hospitality,West,On Time,Compliant,33,10453392.37,0.002989,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-11800,CLI-5905,2025-07-28,2025-08-18,73098.75,18%,13157.77,Retail,West,On Time,Compliant,18,64455574.24,0.001134,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10053,CLI-9989,2025-07-28,2025-08-28,136697.99,5%,6834.9,Pharmaceuticals,South,On Time,Compliant,22,9472485.85,0.014431,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24332,CLI-4111,2025-07-28,2025-08-16,49358.43,12%,5923.01,Retail,East,On Time,Compliant,45,1789785.52,0.027578,0.12,Yes,4544.94,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04032,CLI-2083,2025-07-28,2025-08-14,83191.63,18%,14974.49,IT Services,East,On Time,Compliant,30,1728534.95,0.048128,0.18,Yes,13282.53,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19620,CLI-9578,2025-07-28,2025-08-29,69249.24,5%,3462.46,IT Services,West,On Time,Under Review,56,59282558.26,0.001168,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03918,CLI-1121,2025-07-28,2025-08-04,106097.96,12%,12731.76,Pharmaceuticals,South,On Time,Compliant,28,93626761.18,0.001133,0.12,Yes,9169.83,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22097,CLI-9068,2025-07-28,2025-08-28,55818.3,5%,2790.92,Retail,West,On Time,Non-Compliant,68,27517204.53,0.002028,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21072,CLI-9644,2025-07-28,2025-08-31,100507.54,5%,5025.38,IT Services,South,On Time,Non-Compliant,68,86724236.26,0.001159,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10315,CLI-6253,2025-07-28,2025-09-09,113810.31,5%,5690.52,Pharmaceuticals,West,On Time,Compliant,24,40170770.93,0.002833,0.05,Yes,4007.05,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18903,CLI-5334,2025-07-28,2025-09-10,236364.66,18%,42545.64,Retail,South,On Time,Compliant,23,161313112.79,0.001465,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24872,CLI-7630,2025-07-28,2025-08-09,109478.27,12%,13137.39,Healthcare,East,On Time,Compliant,41,57845628.53,0.001893,0.12,Yes,9107.68,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05676,CLI-1565,2025-07-28,2025-08-17,76760.29,18%,13816.85,FMCG,West,On Time,Non-Compliant,63,3381968.68,0.022697,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14689,CLI-1207,2025-07-28,2025-08-15,77083.94,18%,13875.11,FMCG,North,On Time,Compliant,35,54469395.36,0.001415,0.18,Yes,9714.86,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-21042,CLI-1842,2025-07-28,2025-09-07,112940.38,28%,31623.31,Manufacturing,East,On Time,Compliant,26,55440749.21,0.002037,0.28,Yes,22473.23,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19033,CLI-1201,2025-07-28,2025-08-29,179800.07,12%,21576.01,IT Services,East,On Time,Non-Compliant,65,32215525.92,0.005581,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23794,CLI-1171,2025-07-28,2025-08-04,47873.47,5%,2393.67,Healthcare,West,On Time,Compliant,38,1620228.64,0.029547,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15479,CLI-7248,2025-07-28,2025-08-10,71802.45,12%,8616.29,Pharmaceuticals,East,On Time,Compliant,16,42389244.71,0.001694,0.12,Yes,5590.67,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08865,CLI-9942,2025-07-28,2025-09-04,89165.46,18%,16049.78,Retail,West,On Time,Compliant,32,37990138.18,0.002347,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12265,CLI-1118,2025-07-28,2025-08-02,377693.73,5%,18884.69,Manufacturing,South,On Time,Compliant,15,352870177.91,0.00107,0.05,Yes,15878.24,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15809,CLI-5648,2025-07-28,2025-08-20,90500.75,28%,25340.21,IT Services,East,Late,Non-Compliant,77,82560589.37,0.001096,0.28,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-14287,CLI-5115,2025-07-28,2025-08-16,94054.64,18%,16929.84,FMCG,South,On Time,Compliant,31,77663976.1,0.001211,0.18,Yes,10609.42,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06577,CLI-3212,2025-07-28,2025-08-02,138448.54,12%,16613.82,Manufacturing,West,Late,Compliant,57,46941917.36,0.002949,0.12,Yes,13144.26,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-05495,CLI-7719,2025-07-28,2025-08-10,55026.54,18%,9904.78,Retail,West,On Time,Compliant,44,41798787.61,0.001316,0.18,Yes,8210.26,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-06604,CLI-6339,2025-07-28,2025-09-01,146663.97,12%,17599.68,Retail,South,On Time,Compliant,19,56360120.15,0.002602,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08168,CLI-4510,2025-07-28,2025-08-07,54152.47,18%,9747.44,Manufacturing,North,On Time,Non-Compliant,56,47367727.05,0.001143,0.18,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-15672,CLI-8025,2025-07-28,2025-09-09,130068.05,5%,6503.4,Pharmaceuticals,South,On Time,Compliant,20,44075912.06,0.002951,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00450,CLI-2560,2025-07-28,2025-08-06,327590.01,5%,16379.5,IT Services,West,On Time,Compliant,42,92379139.6,0.003546,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18834,CLI-3114,2025-07-28,2025-08-16,55338.65,12%,6640.64,FMCG,South,Late,Under Review,55,2612489.04,0.021182,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10199,CLI-9039,2025-07-28,2025-08-22,99394.94,18%,17891.09,FMCG,South,On Time,Compliant,37,63310407.61,0.00157,0.18,Yes,11017.41,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-19921,CLI-6838,2025-07-28,2025-08-24,66716.42,12%,8005.97,IT Services,South,On Time,Compliant,36,57646646.84,0.001157,0.12,Yes,5325.35,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08239,CLI-5533,2025-07-28,2025-08-05,138580.37,18%,24944.47,IT Services,East,On Time,Compliant,37,102049825.74,0.001358,0.18,Yes,17462.57,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-22715,CLI-6832,2025-07-28,2025-08-29,41470.11,5%,2073.51,IT Services,West,On Time,Compliant,40,36661484.62,0.001131,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08928,CLI-2595,2025-07-28,2025-09-11,43722.25,5%,2186.11,Others,West,On Time,Compliant,37,36540876.33,0.001197,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-02695,CLI-5856,2025-07-28,2025-09-02,114592.68,18%,20626.68,Manufacturing,North,Late,Compliant,62,93038789.01,0.001232,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-09394,CLI-3728,2025-07-28,2025-08-19,88610.56,5%,4430.53,IT Services,West,On Time,Compliant,38,80433872.37,0.001102,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-03424,CLI-6727,2025-07-28,2025-08-05,149066.46,5%,7453.32,Education,North,On Time,Compliant,24,146839957.87,0.001015,0.05,Yes,6408.68,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-18138,CLI-3932,2025-07-28,2025-08-07,138724.06,5%,6936.2,Real Estate,East,Late,Compliant,35,20543680.01,0.006753,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23324,CLI-8256,2025-07-29,2025-08-26,193325.35,12%,23199.04,Pharmaceuticals,North,Very Late,Non-Compliant,95,134379594.53,0.001439,0.12,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-12334,CLI-9619,2025-07-29,2025-08-08,88113.67,28%,24671.83,IT Services,East,On Time,Compliant,25,6001464.94,0.014682,0.28,Yes,21197.76,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04150,CLI-8043,2025-07-29,2025-09-04,109379.86,5%,5468.99,Education,East,On Time,Compliant,15,98102458.25,0.001115,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-10241,CLI-7232,2025-07-29,2025-09-12,116679.71,5%,5833.99,Retail,East,On Time,Compliant,22,102086113.78,0.001143,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-04627,CLI-3368,2025-07-29,2025-08-07,44159.72,12%,5299.17,Retail,North,On Time,Compliant,35,21456853.95,0.002058,0.12,Yes,4645.2,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-23630,CLI-5414,2025-07-29,2025-08-11,231203.16,18%,41616.57,IT Services,East,On Time,Compliant,16,133969988.7,0.001726,0.18,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-07221,CLI-9079,2025-07-29,2025-08-27,187969.75,5%,9398.49,IT Services,West,On Time,Compliant,37,178364086.43,0.001054,0.05,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-13753,CLI-5273,2025-07-29,2025-08-03,124521.45,12%,14942.57,Healthcare,South,Late,Compliant,47,91494520.36,0.001361,0.12,No,0.0,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-00763,CLI-3859,2025-07-29,2025-08-17,149239.51,5%,7461.98,Pharmaceuticals,West,Very Late,Non-Compliant,97,98030684.34,0.001522,0.05,No,0.0,Yes,Enhanced_Synthetic_with_Real_Patterns
INV-2025-24213,CLI-2661,2025-07-29,2025-09-07,33805.68,28%,9465.59,Hospitality,West,On Time,Compliant,19,23551398.27,0.001435,0.28,Yes,7002.6,No,Enhanced_Synthetic_with_Real_Patterns
INV-2025-08234,CLI-5419,2025-07-29,2025-08-13,79078.54,12%,9489.42,Retail,North,On Time,Compliant,25,13053426.86,0.006058,0.12,Yes,7679.73,No,Enhanced_Synthetic_with_Real_Patterns
